product_id,emoji,producto,marca,categoria,tier_declarado,funcion,puntos,banda_rubrica,zonas_por_defecto,irritante,justificacion,flags
"a5953eaf-73e5-4ba9-80fa-9979641b62b8","☀️","Revitalift Laser Day Cream","L'Oréal Paris","💧 Hidratantes","good","aclarado","45","35-54 moderado","cara","","Pro-retinol + vitamin C daytime formula for brightening and anti-aging. Apply before Finacea and SPF.",""
"a5953eaf-73e5-4ba9-80fa-9979641b62b8","☀️","Revitalift Laser Day Cream","L'Oréal Paris","💧 Hidratantes","good","textura","40","35-54 moderado","cara","","Pro-retinol + vitamin C daytime formula for brightening and anti-aging. Apply before Finacea and SPF.",""
"a5953eaf-73e5-4ba9-80fa-9979641b62b8","☀️","Revitalift Laser Day Cream","L'Oréal Paris","💧 Hidratantes","good","barrera","25","15-34 adyuvante marginal","cara","","Pro-retinol + vitamin C daytime formula for brightening and anti-aging. Apply before Finacea and SPF.",""
"21a728f9-3cfa-43eb-a3fe-8a57d417240f","💧","Sleeping Pack Ceramidas + Cica","PURITO Seoul · barrera piel sensible","💧 Hidratantes","good","barrera","85","75-89 OTC fuerte","cara","","La ceramida NP y los activos de centella ayudan a reparar y calmar la barrera cutánea, útil en piel sensibilizada por activos como retinol o ácidos.",""
"d6f17e28-ccb7-4267-a588-5812bdfa2fde","💧","Toleriane Double Repair Face Moisturizer","La Roche-Posay · ceramida-3+niacinamida","💧 Hidratantes","best","barrera","85","75-89 OTC fuerte","cara","","La ceramida-3 y la niacinamida ayudan a restaurar la barrera cutánea, clave cuando usas activos como retinol o vitamina C.",""
"d6f17e28-ccb7-4267-a588-5812bdfa2fde","💧","Toleriane Double Repair Face Moisturizer","La Roche-Posay · ceramida-3+niacinamida","💧 Hidratantes","best","aclarado","20","15-34 adyuvante marginal","cara","","La ceramida-3 y la niacinamida ayudan a restaurar la barrera cutánea, clave cuando usas activos como retinol o vitamina C.",""
"6447629f-d5f2-4a83-b011-006b25cf18e3","🦶","Aceite Urea 60%","Genérico","🦶 Pies","best","queratolitico","90","90-100 estandar de oro","pies","","Mayor poder queratolítico en aceite penetrante. Para grosor marcado o callosidades resistentes.",""
"f5419858-d505-4621-9379-bdedad67dd50","🦶","Barra Urea 60% (Aguacate + Jojoba)","Genérico","🦶 Pies","best","queratolitico","85","75-89 OTC fuerte","pies","","Urea + aceites de aguacate y jojoba integrados. Formato stick para grietas localizadas. Práctico para el día.",""
"44b6586f-754c-49a0-b6f6-867d77bd2e44","🧴","Crema con Lanolina","Genérica","🦶 Pies","ok","queratolitico","45","35-54 moderado","pies","","","SIN justificacion — redactar"
"c3e2d898-e5d3-4e00-879a-827e84a44854","🦶","Crema Urea 40%","Genérico","🦶 Pies","good","queratolitico","65","55-74 soporte solido","pies","","Concentración de mantenimiento. Rehidrata y disuelve suavemente el exceso de queratina. Usar diario bajo calcetines.",""
"c6fac7f0-2900-4eb9-910d-440b65e5a53d","🧴","Crema Urea 60% SA 2%","Generica","🦶 Pies","ok","queratolitico","80","75-89 OTC fuerte","pies","","","SIN justificacion — redactar"
"3d201bba-ff43-413e-b96b-3c443bec8057","🧴","Crema Urea 70% SA 2%","Generica","🦶 Pies","ok","queratolitico","85","75-89 OTC fuerte","pies","","","SIN justificacion — redactar"
"786a92d8-a357-4053-9b4b-d5c96ae9e821","🦶","Crema Urea 80%","Genérico","🦶 Pies","best","queratolitico","95","90-100 estandar de oro","pies","","La concentración más alta sin receta. Para grietas profundas. Capa gruesa + calcetines de algodón toda la noche.",""
"7454f16a-51b3-44c9-b392-4d97b50038b8","🛁","Aceite de Ducha PH5","Eucerin","🧴 Cuerpo","good","barrera","35","35-54 moderado","cuerpo","","Fundamental cuando se usan activos como tretinoína o ácidos que ya sensibilizan la piel.",""
"d944830f-82e8-434e-8409-dd7a89997fd9","","Crema Reafirmante para Cuello","","🧴 Cuerpo","","barrera","40","35-54 moderado","cuello","","","SIN justificacion — redactar"
"d944830f-82e8-434e-8409-dd7a89997fd9","","Crema Reafirmante para Cuello","","🧴 Cuerpo","","firmeza","20","15-34 adyuvante marginal","cuello","","","SIN justificacion — redactar"
"dcff4486-a13e-4bef-a4d3-9fce38945ac2","🧴","Crepe Corrector Body Lotion","Gold Bond","🧴 Cuerpo","ok","barrera","55","55-74 soporte solido","cuerpo","","Combina hidratantes oclusivos con péptidos y alfa-hidroxiácidos en baja concentración para mejorar gradualmente la textura de piel flácida o rugosa con uso consistente.",""
"dcff4486-a13e-4bef-a4d3-9fce38945ac2","🧴","Crepe Corrector Body Lotion","Gold Bond","🧴 Cuerpo","ok","firmeza","45","35-54 moderado","cuerpo","","Combina hidratantes oclusivos con péptidos y alfa-hidroxiácidos en baja concentración para mejorar gradualmente la textura de piel flácida o rugosa con uso consistente.",""
"dcff4486-a13e-4bef-a4d3-9fce38945ac2","🧴","Crepe Corrector Body Lotion","Gold Bond","🧴 Cuerpo","ok","textura","35","35-54 moderado","cuerpo","","Combina hidratantes oclusivos con péptidos y alfa-hidroxiácidos en baja concentración para mejorar gradualmente la textura de piel flácida o rugosa con uso consistente.",""
"2b41c15a-bbab-4a44-b583-476d0f11f3f9","🧴","Dove Ceramidas Body Lotion","Dove","🧴 Cuerpo","good","barrera","75","75-89 OTC fuerte","cuerpo","","Las ceramidas reconstruyen la barrera. Aplicar sobre piel húmeda aumenta la absorción hasta un 70%.",""
"106e6207-662c-451d-ac3c-5c8c1db73883","","Kojic Acid Hand Cream","Sadoer","🧴 Cuerpo","ok","aclarado","60","55-74 soporte solido","manos","","(agregado en esta sesión — ver alta-productos-manos-cuello.sql / alta-spf-manos-duplicados.sql para la justificación completa)",""
"3cef35a0-bc27-440f-9d97-a19709ee2bb9","💆","Lambdapil Shampoo Anticaída","ISDIN","🧴 Cuerpo","good","capilar","70","55-74 soporte solido","cabello","","Biotina, zinc y extracto Trichogen fortalecen el folículo y reducen la caída.",""
"bc090811-c158-4bd2-b97a-6f83f0de7a24","🧴","Retinol Body Cream (Vit E, Té Verde, Aloe)","Advanced Clinicals · vit. E+té verde","🧴 Cuerpo","good","firmeza","60","55-74 soporte solido","cuerpo","si","El retinol en formulación corporal ayuda a mejorar la firmeza y textura de la piel; su concentración es menor que la de un retinol facial.",""
"bc090811-c158-4bd2-b97a-6f83f0de7a24","🧴","Retinol Body Cream (Vit E, Té Verde, Aloe)","Advanced Clinicals · vit. E+té verde","🧴 Cuerpo","good","textura","50","35-54 moderado","cuerpo","si","El retinol en formulación corporal ayuda a mejorar la firmeza y textura de la piel; su concentración es menor que la de un retinol facial.",""
"bc090811-c158-4bd2-b97a-6f83f0de7a24","🧴","Retinol Body Cream (Vit E, Té Verde, Aloe)","Advanced Clinicals · vit. E+té verde","🧴 Cuerpo","good","barrera","30","15-34 adyuvante marginal","cuerpo","si","El retinol en formulación corporal ayuda a mejorar la firmeza y textura de la piel; su concentración es menor que la de un retinol facial.",""
"9b91d98e-c293-4e27-8cf1-b5faae440bad","","BALANCEFUL Pore Cleansing Foam","","🧼 Limpieza","","textura","20","15-34 adyuvante marginal","cara","","","SIN justificacion — redactar"
"d93e2cfd-b65c-4be1-86af-36fd64108486","","Centella Ampoule Foam (viaje)","","🧼 Limpieza","","textura","10","0 no toca el eje","cara","","","SIN justificacion — redactar"
"837c26e3-6b7c-438a-9664-e63d01d4a9e7","","Centella Light Cleansing Oil (viaje)","","🧼 Limpieza","","textura","10","0 no toca el eje","cara","","","SIN justificacion — redactar"
"3ba97655-b68a-4084-8bec-fd0c4aac09de","🫧","Glycolic Bright Gel Cleanser","Neutrogena","🧼 Limpieza","ok","textura","25","15-34 adyuvante marginal","cara + cuello","si","Glycolic acid gently exfoliates surface dead skin and fades dark spots. Morning cleansing activates skin to absorb serums more effectively.",""
"3ba97655-b68a-4084-8bec-fd0c4aac09de","🫧","Glycolic Bright Gel Cleanser","Neutrogena","🧼 Limpieza","ok","aclarado","15","15-34 adyuvante marginal","cara + cuello","si","Glycolic acid gently exfoliates surface dead skin and fades dark spots. Morning cleansing activates skin to absorb serums more effectively.",""
"23236746-4738-468c-b043-250f0db91ddb","🧴","Limpiador Hidratante","CeraVe","🧼 Limpieza","ok","barrera","25","15-34 adyuvante marginal","cara","","Formulada con Ácido Hialurónico para retener la humedad natural de la piel, y tres Ceramidas Esenciales (1, 3, 6-II) que restauran la barrera cutánea",""
"0193747b-4c2f-4f7d-ac97-7565c98b94b6","🧴","Limpiador Oleoso","Mercilen","🧼 Limpieza","ok","textura","10","0 no toca el eje","cara","","El limpiador oleoso de Mercilen es un desmaquillante y limpiador profundo diseñado para disolver el maquillaje (incluso el más pesado), el protector solar y el sebo. Su fórmula se emulsiona rápidamente al contacto con el agua, dejando la piel hidratada, fresca y sin sensación grasosa",""
"17bcd631-39a5-4f79-81c1-c494208c2cb1","","Plant Extract Cleansing Cream","Mercilen","🧼 Limpieza","ok","barrera","10","0 no toca el eje","cara","","(agregado en esta sesión — ver alta-productos-manos-cuello.sql / alta-spf-manos-duplicados.sql para la justificación completa)",""
"83fb4617-acd4-404c-80e5-f4dae81accb6","🫧","SA Cleanser","CeraVe","🧼 Limpieza","ok","textura","35","35-54 moderado","cara","","El ácido salicílico (BHA) es liposoluble: penetra dentro del poro y disuelve el sebo y los tapones, a diferencia de los AHAs que actúan solo en superficie. Las ceramidas + HA compensan el potencial efecto deshidratante, haciendo este limpiador más suave que otros con BHA. La niacinamida suma efecto",""
"83fb4617-acd4-404c-80e5-f4dae81accb6","🫧","SA Cleanser","CeraVe","🧼 Limpieza","ok","barrera","20","15-34 adyuvante marginal","cara","","El ácido salicílico (BHA) es liposoluble: penetra dentro del poro y disuelve el sebo y los tapones, a diferencia de los AHAs que actúan solo en superficie. Las ceramidas + HA compensan el potencial efecto deshidratante, haciendo este limpiador más suave que otros con BHA. La niacinamida suma efecto",""
"0dfd4acf-5300-4822-aa77-f048fa588cd8","🧼","Spray Ácido Hipocloroso","NueVue · pH 5.5","🧼 Limpieza","good","barrera","30","15-34 adyuvante marginal","cara","","El ácido hipocloroso ayuda a mantener la piel limpia y calmada sin alterar su pH natural.",""
"0dfd4acf-5300-4822-aa77-f048fa588cd8","🧼","Spray Ácido Hipocloroso","NueVue · pH 5.5","🧼 Limpieza","good","textura","15","15-34 adyuvante marginal","cara","","El ácido hipocloroso ayuda a mantener la piel limpia y calmada sin alterar su pH natural.",""
"6cfe7393-865c-4af0-b1bf-5d90e7cd52de","","Turmeric Lemon Kojic Acid Soap","Hasselan","🧼 Limpieza","ok","aclarado","15","15-34 adyuvante marginal","manos","","(agregado en esta sesión — ver alta-productos-manos-cuello.sql / alta-spf-manos-duplicados.sql para la justificación completa)",""
"86cd48aa-fab8-43bf-8275-534d625268e8","🫧","Glycolic Acid 7%","The Ordinary","🫧 Exfoliantes","ok","textura","65","55-74 soporte solido","cara + cuerpo","si","Alta concentración para cuerpo y brazos — manchas y piel rugosa. No usar misma noche que tretinoína.",""
"d2fa2faa-9408-41cf-8e86-3d3575ae2ac3","","Moisturizing Clay Mask","Genérico","🫧 Exfoliantes","ok","textura","40","35-54 moderado","cara","","(agregado en esta sesión — ver alta-productos-manos-cuello.sql / alta-spf-manos-duplicados.sql para la justificación completa)",""
"d2fa2faa-9408-41cf-8e86-3d3575ae2ac3","","Moisturizing Clay Mask","Genérico","🫧 Exfoliantes","ok","barrera","15","15-34 adyuvante marginal","cara","","(agregado en esta sesión — ver alta-productos-manos-cuello.sql / alta-spf-manos-duplicados.sql para la justificación completa)",""
"a6451499-e856-4494-b68b-acdbbc038824","🫧","Poremizing Clay Stick Mask","SKIN1004 · arcilla+centella","🫧 Exfoliantes","good","textura","55","55-74 soporte solido","cara","","Las arcillas absorben el exceso de sebo y ayudan a afinar la apariencia de los poros.",""
"d8085cbe-cae2-4f49-92b5-9f118c9fbdfb","🫧","Salicylic Acid 2% Gel","Genérico","🫧 Exfoliantes","good","textura","55","55-74 soporte solido","cara + cuerpo + pies","si","BHA en gel para aplicación precisa en granitos, poros obstruidos o manchas puntuales.",""
"d8085cbe-cae2-4f49-92b5-9f118c9fbdfb","🫧","Salicylic Acid 2% Gel","Genérico","🫧 Exfoliantes","good","queratolitico","60","55-74 soporte solido","cara + cuerpo + pies","si","BHA en gel para aplicación precisa en granitos, poros obstruidos o manchas puntuales.",""
"5f197c24-5c60-4d16-8bb6-b0c80bd621f8","🧴","Salicylic Acid 2% Masque","The Ordinary","🫧 Exfoliantes","ok","textura","75","75-89 OTC fuerte","cara","si","El BHA (salicílico) es liposoluble — penetra dentro del poro y disuelve el sebo desde adentro, algo que los toners BHA no logran igual. La arcilla de caolín absorbe exceso de grasa en superficie. El carbón actúa como imán para impurezas. Juntos hacen limpieza profunda de poro.",""
"50e32222-59b0-4b20-ad26-23b552f91239","🫧","Salicylic Acid 2% Spray","Genérico","🫧 Exfoliantes","good","textura","70","55-74 soporte solido","cuerpo","si","BHA que disuelve queratina y desincrusta poros. Las manchas en brazos mejoran notablemente con SA + SPF.",""
"8d0912a7-441d-4e03-a344-e16076334dbe","🫧","Skin Perfecting 2% BHA","Paula's Choice · ácido salicílico","🫧 Exfoliantes","best","textura","85","75-89 OTC fuerte","cara","si","El BHA penetra el poro y disuelve el exceso de sebo y células muertas, mejorando textura y puntos negros.",""
"110a2828-a348-41f3-93b6-bc2b7612d731","🫧","Toner AHA BHA PHA + Niacinamide 2%","Genérico","🫧 Exfoliantes","good","textura","70","55-74 soporte solido","cara + cuello","si","Triple exfoliación química + niacinamide. Solo PM, máx 2-3 noches/semana. NUNCA con tretinoína la misma noche.",""
"110a2828-a348-41f3-93b6-bc2b7612d731","🫧","Toner AHA BHA PHA + Niacinamide 2%","Genérico","🫧 Exfoliantes","good","aclarado","30","15-34 adyuvante marginal","cara + cuello","si","Triple exfoliación química + niacinamide. Solo PM, máx 2-3 noches/semana. NUNCA con tretinoína la misma noche.",""
"110a2828-a348-41f3-93b6-bc2b7612d731","🫧","Toner AHA BHA PHA + Niacinamide 2%","Genérico","🫧 Exfoliantes","good","barrera","10","0 no toca el eje","cara + cuello","si","Triple exfoliación química + niacinamide. Solo PM, máx 2-3 noches/semana. NUNCA con tretinoína la misma noche.",""
"a6422a1a-1588-4490-bc03-d2b80ade8ff5","","Zero Pore Pad 2.0","","🫧 Exfoliantes","","textura","60","55-74 soporte solido","cara","si","","SIN justificacion — redactar"
"a6422a1a-1588-4490-bc03-d2b80ade8ff5","","Zero Pore Pad 2.0","","🫧 Exfoliantes","","aclarado","25","15-34 adyuvante marginal","cara","si","","SIN justificacion — redactar"
